"Location","Place","Duration","Start_time_mins","Day"
"Microwave","Kitchen",1.5,599.433,"Sat"
"Door","Kitchen",0.067,603.9,"Sat"
"Door","Bedroom",0.05,607.467,"Sat"
"Door","Bedroom",0.033,617.533,"Sat"
"Shower","Bathroom",3.017,618.1,"Sat"
"Basin","Bathroom",4.083,621.45,"Sat"
"Basin","Bathroom",5.167,629.217,"Sat"
"Door","Bedroom",0.067,635.883,"Sat"
"Door","Bedroom",0.033,636.033,"Sat"
"Basin","Bathroom",3.283,638.767,"Sat"
"Door","Bedroom",0.05,643.35,"Sat"
"Door","Bedroom",0.05,644.217,"Sat"
"Maindoor","Entrance",0.133,647.317,"Sat"
"Maindoor","Entrance",0.117,734.8,"Sat"
"Door","Living",0.3,735.417,"Sat"
"Door","Living",0.05,739.567,"Sat"
"Door","Bedroom",0.067,739.75,"Sat"
"Door","Bedroom",0.067,746.383,"Sat"
"Door","Bedroom",0.067,747.283,"Sat"
"Door","Bedroom",0.033,753.617,"Sat"
"Basin","Bathroom",7.833,755.967,"Sat"
"Door","Bedroom",0.167,764.017,"Sat"
"Door","Bedroom",0.067,764.8,"Sat"
"Door","Living",0.05,765.4,"Sat"
"Seat","Living",81.3,765.8,"Sat"
"Door","Living",0.05,848.417,"Sat"
"Door","Kitchen",0.083,848.617,"Sat"
"Door","Kitchen",0.033,848.867,"Sat"
"Door","Living",0.05,849.067,"Sat"
"Seat","Living",20.95,850.883,"Sat"
"Door","Living",0.05,871.917,"Sat"
"Door","Living",0.1,872.133,"Sat"
"Door","Living",0.05,878.167,"Sat"
"Door","Bedroom",0.817,880.033,"Sat"
"Door","Bedroom",0.65,881.067,"Sat"
"Maindoor","Entrance",0.05,882.217,"Sat"
"Maindoor","Entrance",0.083,984.133,"Sat"
"Door","Bedroom",0.05,984.75,"Sat"
"Door","Bedroom",0.217,985.45,"Sat"
"Toilet","Bathroom",0.933,990.267,"Sat"
"Basin","Bathroom",0.15,990.433,"Sat"
"Door","Living",0.05,990.9,"Sat"
"Door","Living",0.05,992.017,"Sat"
"Door","Kitchen",0.05,992.183,"Sat"
"Door","Kitchen",0.05,992.533,"Sat"
"Door","Living",0.05,992.75,"Sat"
"Seat","Living",54.333,993.3,"Sat"
"Door","Living",0.033,1048.883,"Sat"
"Door","Kitchen",0.05,1050.45,"Sat"
"Door","Kitchen",0.033,1050.8,"Sat"
"Door","Living",0.05,1051.05,"Sat"
"Door","Living",0.067,1055.1,"Sat"
"Door","Bedroom",0.067,1055.317,"Sat"
"Door","Bedroom",0.033,1056.767,"Sat"
"Door","Living",0.067,1059.5,"Sat"
"Door","Living",0.05,1080.567,"Sat"
"Door","Living",0.05,1117.833,"Sat"
"Door","Living",0.067,1140.9,"Sat"
"Door","Kitchen",0.033,1141.117,"Sat"
"Door","Kitchen",0.15,1141.35,"Sat"
"Door","Living",0.05,1141.633,"Sat"
"Seat","Living",35.333,1142.183,"Sat"
"Door","Living",0.05,1179.417,"Sat"
"Door","Kitchen",0.05,1179.7,"Sat"
"Door","Kitchen",0.05,1181.533,"Sat"
"Door","Living",0.05,1181.867,"Sat"
"Seat","Living",42.667,1183.25,"Sat"
"Door","Living",0.05,1226.433,"Sat"
"Door","Kitchen",0.15,1226.683,"Sat"
"Microwave","Kitchen",0.783,1226.9,"Sat"
"Door","Kitchen",0.117,1227.85,"Sat"
"Door","Living",0.067,1228.133,"Sat"
"Door","Living",0.05,1230.917,"Sat"
"Door","Kitchen",0.067,1231.117,"Sat"
"Microwave","Kitchen",0.117,1231.25,"Sat"
"Door","Kitchen",0.1,1231.45,"Sat"
"Door","Living",0.05,1232.017,"Sat"
"Door","Living",0.05,1234.033,"Sat"
"Door","Bedroom",0.067,1235.667,"Sat"
"Door","Bedroom",0.083,1237.017,"Sat"
"Door","Living",0.017,1237.967,"Sat"
"Door","Living",0.05,1243.767,"Sat"
"Toilet","Bathroom",1.15,1244.583,"Sat"
"Basin","Bathroom",0.467,1246,"Sat"
"Door","Bedroom",0.017,1246.683,"Sat"
"Door","Bedroom",0.067,1246.883,"Sat"
"Door","Living",0.05,1247.833,"Sat"
"Door","Living",0.067,1250.167,"Sat"
"Door","Bedroom",0.067,1250.283,"Sat"
"Door","Bedroom",0.067,1250.517,"Sat"
"Door","Living",0.05,1250.683,"Sat"
"Door","Living",0.05,1253.817,"Sat"
"Basin","Bathroom",1.017,1254.267,"Sat"
"Door","Living",0.05,1256.067,"Sat"
"Door","Living",0.05,1278.933,"Sat"
"Maindoor","Entrance",0.15,1279.117,"Sat"
"Maindoor","Entrance",0.05,31.283,"Sun"
"Door","Bedroom",0.167,32.1,"Sun"
"Door","Bedroom",0.067,35.167,"Sun"
"Door","Living",0.05,39.35,"Sun"
"Seat","Living",53,40.4,"Sun"
"Door","Living",0.05,94.1,"Sun"
"Door","Bedroom",0.117,99.2,"Sun"
"Bed","Bedroom",436.25,100.3,"Sun"
"Door","Bedroom",0.067,537.633,"Sun"
"Door","Living",0.067,537.75,"Sun"
"Door","Living",0.1,538.933,"Sun"
"Door","Kitchen",0.05,539.217,"Sun"
"Door","Kitchen",0.033,539.7,"Sun"
"Toilet","Bathroom",1.033,545.183,"Sun"
"Door","Kitchen",0.05,547.417,"Sun"
"Fridge","Kitchen",0.083,549.417,"Sun"
"Microwave","Kitchen",1.55,549.75,"Sun"
"Fridge","Kitchen",0.033,552.333,"Sun"
"Door","Kitchen",0.033,554.55,"Sun"
"Door","Bedroom",0.05,559.933,"Sun"
"Door","Bedroom",0.067,560.667,"Sun"
"Door","Kitchen",0.033,561.067,"Sun"
"Door","Kitchen",0.033,561.133,"Sun"
"Shower","Bathroom",7.617,562.183,"Sun"
"Basin","Bathroom",9.467,570.35,"Sun"
"Basin","Bathroom",3.617,581.3,"Sun"
"Door","Bedroom",0.033,587.517,"Sun"
"Door","Bedroom",0.033,593.55,"Sun"
"Maindoor","Entrance",0.05,599.467,"Sun"
"Maindoor","Entrance",0.083,606.817,"Sun"
"Door","Bedroom",0.05,607.633,"Sun"
"Door","Bedroom",0.033,608.3,"Sun"
"Door","Kitchen",0.05,609.133,"Sun"
"Door","Kitchen",0.05,623.717,"Sun"
"Door","Bedroom",0.05,624.3,"Sun"
"Door","Bedroom",0.05,630.867,"Sun"
"Door","Living",0.033,631,"Sun"
"Door","Living",0.067,633.333,"Sun"
"Door","Living",0.05,636.65,"Sun"
"Seat","Living",11.4,637.55,"Sun"
"Door","Living",0.05,648.967,"Sun"
"Maindoor","Entrance",0.033,653.067,"Sun"
"Maindoor","Entrance",0.067,874.133,"Sun"
"Door","Living",0.033,874.3,"Sun"
"Door","Living",0.05,877.75,"Sun"
"Door","Kitchen",0.05,878.767,"Sun"
"Door","Kitchen",0.033,889.917,"Sun"
"Door","Living",0.05,890.083,"Sun"
"Door","Living",0.05,890.483,"Sun"
"Door","Kitchen",0.05,890.817,"Sun"
"Cupboard","Kitchen",0.167,891.067,"Sun"
"Door","Kitchen",0.067,895.333,"Sun"
"Door","Living",0.05,895.567,"Sun"
"Door","Living",0.05,896.133,"Sun"
"Door","Kitchen",0.1,896.333,"Sun"
"Door","Kitchen",0.05,897.65,"Sun"
"Door","Living",0.067,897.9,"Sun"
"Door","Living",0.05,954.5,"Sun"
"Door","Kitchen",0.067,954.7,"Sun"
"Door","Kitchen",0.017,957.1,"Sun"
"Door","Living",0.05,957.133,"Sun"
"Door","Living",0.083,958.8,"Sun"
"Door","Kitchen",0.067,959.033,"Sun"
"Door","Kitchen",0.1,1011.75,"Sun"
"Door","Living",0.067,1012.017,"Sun"
"Door","Living",0.05,1034.483,"Sun"
"Door","Kitchen",0.05,1034.7,"Sun"
"Door","Kitchen",0.033,1040.083,"Sun"
"Toilet","Bathroom",1.083,1045.917,"Sun"
"Basin","Bathroom",4.583,1046.267,"Sun"
"Door","Living",0.033,1051.017,"Sun"
"Door","Living",0.033,1064.45,"Sun"
"Basin","Bathroom",0.767,1064.55,"Sun"
"Door","Living",0.05,1065.55,"Sun"
"Seat","Living",37.75,1066.283,"Sun"
"Door","Living",0.05,1105.233,"Sun"
"Door","Kitchen",0.033,1105.483,"Sun"
"Door","Kitchen",0.067,1109.633,"Sun"
"Door","Living",0.1,1109.85,"Sun"
"Door","Living",0.033,1110.317,"Sun"
"Door","Kitchen",0.067,1110.483,"Sun"
"Door","Kitchen",0.117,1112.117,"Sun"
"Door","Living",0.05,1112.367,"Sun"
"Seat","Living",14.833,1112.717,"Sun"
"Door","Living",0.05,1127.617,"Sun"
"Door","Living",0.067,1129.5,"Sun"
"Seat","Living",45.55,1134.067,"Sun"
"Door","Living",0.05,1180.1,"Sun"
"Door","Kitchen",0.117,1180.317,"Sun"
"Door","Kitchen",0.1,1184.767,"Sun"
"Door","Living",0.05,1189.85,"Sun"
"Door","Living",0.033,1192.783,"Sun"
"Maindoor","Entrance",0.133,1193.417,"Sun"
"Maindoor","Entrance",0.117,1343.6,"Sun"
"Door","Kitchen",0.033,1344.017,"Sun"
"Fridge","Kitchen",0.1,1344.367,"Sun"
"Fridge","Kitchen",0.067,1345.083,"Sun"
"Door","Kitchen",0.033,1346.05,"Sun"
"Door","Living",0.05,1346.317,"Sun"
"Door","Living",0.05,1346.5,"Sun"
"Door","Bedroom",0.15,1346.833,"Sun"
"Door","Bedroom",0.05,1349.1,"Sun"
"Basin","Bathroom",3.983,1350.533,"Sun"
"Basin","Bathroom",2.083,1360.767,"Sun"
"Door","Living",0.05,1363.617,"Sun"
"Door","Living",0.05,1380.35,"Sun"
"Door","Kitchen",0.1,1380.6,"Sun"
"Microwave","Kitchen",3.817,1380.983,"Sun"
"Door","Kitchen",0.067,1382.667,"Sun"
"Door","Living",0.05,1382.867,"Sun"
"Door","Living",0.033,1383.15,"Sun"
"Basin","Bathroom",0.033,1383.267,"Sun"
"Door","Living",0.05,1383.383,"Sun"
"Door","Living",0.05,1384.433,"Sun"
"Door","Kitchen",0.033,1384.667,"Sun"
"Door","Kitchen",0.033,1385.233,"Sun"
"Door","Living",0.05,1385.35,"Sun"
"Seat","Living",60.767,1386.233,"Sun"
"Door","Living",0.05,8.833,"Mon"
"Door","Kitchen",0.083,9.067,"Mon"
"Door","Kitchen",0.05,10.1,"Mon"
"Toilet","Bathroom",0.683,12.033,"Mon"
"Door","Bedroom",0.067,12.9,"Mon"
"Bed","Bedroom",593.567,14.2,"Mon"
"Door","Bedroom",0.117,609.767,"Mon"
"Toilet","Bathroom",1.167,611.167,"Mon"
"Door","Kitchen",0.067,613.383,"Mon"
"Fridge","Kitchen",0.067,614.017,"Mon"
"Fridge","Kitchen",0.067,614.5,"Mon"
"Microwave","Kitchen",2.35,614.85,"Mon"
"Fridge","Kitchen",0.3,624.5,"Mon"
"Door","Kitchen",0.05,625,"Mon"
"Door","Living",0.233,625.233,"Mon"
"Door","Living",0.05,633.383,"Mon"
"Door","Kitchen",0.067,633.617,"Mon"
"Door","Kitchen",0.033,633.95,"Mon"
"Door","Living",0.05,634.233,"Mon"
"Seat","Living",51.267,636.133,"Mon"
"Door","Living",0.083,687.683,"Mon"
"Door","Kitchen",0.117,688.65,"Mon"
"Door","Kitchen",0.033,690.267,"Mon"
"Door","Living",0.05,690.667,"Mon"
"Door","Living",0.05,693.617,"Mon"
"Door","Bedroom",0.083,694.8,"Mon"
"Door","Bedroom",0.017,698.267,"Mon"
"Door","Living",0.067,698.383,"Mon"
"Door","Living",0.05,698.567,"Mon"
"Door","Kitchen",0.067,698.867,"Mon"
"Door","Kitchen",0.033,699.25,"Mon"
"Door","Bedroom",0.033,699.517,"Mon"
"Door","Bedroom",0.033,702.883,"Mon"
"Door","Living",0.05,703,"Mon"
"Door","Living",0.05,703.15,"Mon"
"Door","Kitchen",0.083,709.017,"Mon"
"Door","Kitchen",0.033,709.333,"Mon"
"Basin","Bathroom",1.367,711.55,"Mon"
"Basin","Bathroom",2.633,719.05,"Mon"
"Shower","Bathroom",6.933,724.55,"Mon"
"Toilet","Bathroom",0.9,734.517,"Mon"
"Basin","Bathroom",0.317,737.95,"Mon"
"Door","Living",0.05,744.517,"Mon"
"Door","Living",0.05,749.25,"Mon"
"Basin","Bathroom",3.75,749.75,"Mon"
"Door","Bedroom",0.083,756.533,"Mon"
"Door","Bedroom",0.033,758.017,"Mon"
"Door","Living",0.05,759.2,"Mon"
"Door","Living",0.033,760.15,"Mon"
"Door","Kitchen",0.067,760.317,"Mon"
"Door","Kitchen",0.033,760.833,"Mon"
"Door","Living",0.05,761.05,"Mon"
"Seat","Living",103.417,762.65,"Mon"
"Door","Living",0.033,867.017,"Mon"
"Basin","Bathroom",0.383,867.133,"Mon"
"Door","Living",0.05,867.767,"Mon"
"Door","Living",0.033,868.317,"Mon"
"Toilet","Bathroom",1.067,869.367,"Mon"
"Basin","Bathroom",0.017,869.45,"Mon"
"Door","Bedroom",0.167,870.2,"Mon"
"Door","Bedroom",0.033,870.95,"Mon"
"Maindoor","Entrance",0.05,871.733,"Mon"
"Maindoor","Entrance",0.067,952.483,"Mon"
"Door","Living",0.033,952.55,"Mon"
"Door","Living",0.05,954.083,"Mon"
"Toilet","Bathroom",0.667,954.183,"Mon"
"Door","Living",0.033,954.217,"Mon"
"Door","Living",0.033,955.367,"Mon"
"Door","Kitchen",0.067,955.467,"Mon"
"Fridge","Kitchen",0.033,955.833,"Mon"
"Microwave","Kitchen",1.9,960.233,"Mon"
"Microwave","Kitchen",2.317,962.633,"Mon"
"Fridge","Kitchen",0.033,965.167,"Mon"
"Door","Kitchen",0.033,967.783,"Mon"
"Door","Living",0.033,968.05,"Mon"
"Seat","Living",213,969.017,"Mon"
"Door","Living",0.067,1184.517,"Mon"
"Door","Living",0.05,1185.517,"Mon"
"Door","Living",0.05,1188.883,"Mon"
"Door","Kitchen",0.067,1190.5,"Mon"
"Door","Kitchen",0.067,1195.517,"Mon"
"Door","Living",0.1,1196.633,"Mon"
"Seat","Living",92.65,1196.817,"Mon"
"Door","Living",0.05,1291.05,"Mon"
"Door","Living",0.05,1291.25,"Mon"
"Door","Living",0.067,1319.45,"Mon"
"Door","Kitchen",0.05,1319.717,"Mon"
"Microwave","Kitchen",2,1320.55,"Mon"
"Fridge","Kitchen",0.183,1320.817,"Mon"
"Cupboard","Kitchen",0.1,1321.717,"Mon"
"Door","Kitchen",0.033,1324.617,"Mon"
"Door","Living",0.05,1325.55,"Mon"
"Door","Living",0.133,1326.667,"Mon"
"Door","Kitchen",0.083,1326.983,"Mon"
"Door","Kitchen",0.05,1327.2,"Mon"
"Door","Living",0.033,1327.45,"Mon"
"Door","Living",0.067,1344.9,"Mon"
"Basin","Bathroom",4.75,1345.1,"Mon"
"Door","Living",0.05,1350.15,"Mon"
"Door","Living",0.05,1350.85,"Mon"
"Door","Kitchen",0.317,1351.1,"Mon"
"Fridge","Kitchen",0.067,1351.917,"Mon"
"Door","Kitchen",0.033,1352.067,"Mon"
"Door","Living",0.133,1352.533,"Mon"
"Seat","Living",107.433,1353.233,"Mon"
"Door","Living",0.05,22.75,"Tue"
"Door","Kitchen",0.033,23.367,"Tue"
"Door","Kitchen",0.017,23.917,"Tue"
"Door","Living",0.583,24.183,"Tue"
"Seat","Living",55.833,25.267,"Tue"
"Door","Living",0.05,82.467,"Tue"
"Toilet","Bathroom",0.917,83.833,"Tue"
"Door","Bedroom",0.033,85.217,"Tue"
"Bed","Bedroom",509.033,87.183,"Tue"
"Door","Bedroom",0.05,598.55,"Tue"
"Door","Living",0.05,599.667,"Tue"
"Door","Living",0.05,601.733,"Tue"
"Door","Kitchen",0.033,602.117,"Tue"
"Door","Kitchen",0.067,614.533,"Tue"
"Door","Living",0.033,614.95,"Tue"
"Door","Living",0.05,615.067,"Tue"
"Door","Bedroom",0.067,615.167,"Tue"
"Door","Bedroom",0.033,615.833,"Tue"
"Toilet","Bathroom",1.267,619.95,"Tue"
"Door","Living",0.067,621.033,"Tue"
"Door","Living",0.05,621.3,"Tue"
"Door","Kitchen",0.1,621.7,"Tue"
"Fridge","Kitchen",0.083,624.9,"Tue"
"Door","Kitchen",0.033,630.667,"Tue"
"Door","Living",0.05,631.983,"Tue"
"Door","Living",0.05,637.033,"Tue"
"Door","Bedroom",0.167,637.3,"Tue"
"Door","Bedroom",0.033,637.817,"Tue"
"Basin","Bathroom",7.717,640.583,"Tue"
"Basin","Bathroom",4.8,653.883,"Tue"
"Door","Kitchen",0.033,660.267,"Tue"
"Fridge","Kitchen",0.067,660.85,"Tue"
"Door","Kitchen",0.033,674.7,"Tue"
"Door","Living",0.033,675.367,"Tue"
"Seat","Living",96.933,677.233,"Tue"
"Door","Living",0.033,775.667,"Tue"
"Toilet","Bathroom",1.233,781.8,"Tue"
"Door","Kitchen",0.05,783.467,"Tue"
"Fridge","Kitchen",0.267,784.983,"Tue"
"Door","Kitchen",0.033,789.917,"Tue"
"Door","Living",0.05,790.133,"Tue"
"Door","Living",0.05,790.633,"Tue"
"Door","Kitchen",0.033,790.85,"Tue"
"Door","Kitchen",0.05,795.333,"Tue"
"Door","Living",0.05,800.483,"Tue"
"Door","Living",0.05,808.267,"Tue"
"Door","Kitchen",0.033,808.55,"Tue"
"Door","Kitchen",0.05,813.2,"Tue"
"Door","Living",0.033,813.417,"Tue"
"Door","Living",0.05,818.383,"Tue"
"Door","Living",0.05,850.05,"Tue"
"Door","Living",0.05,864.867,"Tue"
"Door","Kitchen",0.05,865.183,"Tue"
"Cupboard","Kitchen",0.333,867.15,"Tue"
"Door","Kitchen",0.05,870.35,"Tue"
"Door","Living",0.05,870.55,"Tue"
"Door","Living",0.05,875.917,"Tue"
"Door","Kitchen",0.183,876.117,"Tue"
"Fridge","Kitchen",0.75,877.683,"Tue"
"Door","Kitchen",0.033,878.583,"Tue"
"Door","Living",0.067,878.767,"Tue"
"Door","Living",0.05,896.367,"Tue"
"Door","Kitchen",0.1,898.167,"Tue"
"Door","Kitchen",0.067,912.25,"Tue"
"Door","Living",0.067,912.467,"Tue"
"Seat","Living",28.5,913.7,"Tue"
"Door","Living",0.033,943.367,"Tue"
"Door","Kitchen",0.067,943.433,"Tue"
"Door","Kitchen",0.033,944.05,"Tue"
"Door","Living",0.033,950.433,"Tue"
"Door","Living",0.067,951.35,"Tue"
"Door","Kitchen",0.05,952.65,"Tue"
"Door","Kitchen",0.033,953.133,"Tue"
"Toilet","Bathroom",1,954.45,"Tue"
"Door","Living",0.05,954.667,"Tue"
"Door","Living",0.05,956.733,"Tue"
"Maindoor","Entrance",0.067,959.25,"Tue"
"Maindoor","Entrance",0.117,1231.233,"Tue"
"Door","Living",0.05,1234.067,"Tue"
"Seat","Living",1.833,1235.733,"Tue"
"Door","Living",0.033,1237.85,"Tue"
"Door","Living",0.05,1237.917,"Tue"
"Seat","Living",72.267,1238.017,"Tue"
"Door","Living",0.05,1311.483,"Tue"
"Door","Kitchen",0.133,1311.783,"Tue"
"Door","Kitchen",0.05,1317.15,"Tue"
"Door","Living",0.05,1317.35,"Tue"
"Seat","Living",123.1,1318.1,"Tue"
"Door","Living",0.033,3.7,"Wed"
"Basin","Bathroom",0.25,3.85,"Wed"
"Door","Living",0.017,5.95,"Wed"
"Door","Living",0.05,6.583,"Wed"
"Toilet","Bathroom",0.933,8.783,"Wed"
"Basin","Bathroom",0.567,8.917,"Wed"
"Door","Living",0.05,9.783,"Wed"
"Door","Living",0.05,10.25,"Wed"
"Door","Bedroom",0.033,12.25,"Wed"
"Bed","Bedroom",579.883,12.9,"Wed"
"Door","Bedroom",0.033,593.167,"Wed"
"Toilet","Bathroom",1.117,599,"Wed"
"Door","Living",0.05,600.3,"Wed"
"Door","Living",0.05,601,"Wed"
"Door","Kitchen",0.033,601.35,"Wed"
"Fridge","Kitchen",0.05,602.533,"Wed"
"Fridge","Kitchen",0.05,602.8,"Wed"
"Fridge","Kitchen",0.1,606.55,"Wed"
"Door","Kitchen",0.033,606.8,"Wed"
"Door","Living",0.05,607,"Wed"
"Seat","Living",81.367,609.117,"Wed"
"Door","Living",0.05,692.933,"Wed"
"Door","Living",0.05,693.867,"Wed"
"Door","Living",0.033,694.783,"Wed"
"Basin","Bathroom",6.483,697.95,"Wed"
"Toilet","Bathroom",1.217,708.083,"Wed"
"Basin","Bathroom",2.9,709.85,"Wed"
"Maindoor","Entrance",0.05,721.8,"Wed"
"Maindoor","Entrance",0.083,746.083,"Wed"
"Door","Kitchen",0.033,756.533,"Wed"
"Door","Kitchen",0.033,764.417,"Wed"
"Door","Living",0.05,765.217,"Wed"
"Seat","Living",40.183,766.1,"Wed"
"Door","Living",0.05,807.783,"Wed"
"Door","Kitchen",0.033,808.017,"Wed"
"Door","Kitchen",0.05,810.867,"Wed"
"Door","Living",0.05,811.083,"Wed"
"Door","Living",0.05,811.467,"Wed"
"Door","Bedroom",0.083,815.3,"Wed"
"Door","Bedroom",0.033,821.133,"Wed"
"Door","Living",0.05,821.217,"Wed"
"Door","Living",0.033,822.65,"Wed"
"Door","Bedroom",0.05,827.517,"Wed"
"Door","Bedroom",0.1,827.783,"Wed"
"Door","Living",0.067,828.333,"Wed"
"Door","Living",0.05,838.217,"Wed"
"Door","Kitchen",0.183,839.217,"Wed"
"Door","Kitchen",0.05,850.55,"Wed"
"Door","Living",0.05,850.733,"Wed"
"Seat","Living",48.667,852.933,"Wed"
"Door","Living",0.067,901.717,"Wed"
"Door","Kitchen",0.05,902.133,"Wed"
"Cupboard","Kitchen",0.067,914.683,"Wed"
"Door","Kitchen",0.05,915.633,"Wed"
"Door","Living",0.05,915.85,"Wed"
"Door","Living",0.05,922.617,"Wed"
"Door","Living",0.05,924.15,"Wed"
"Door","Living",0.033,924.533,"Wed"
"Door","Kitchen",0.067,924.717,"Wed"
"Door","Kitchen",0.05,932.117,"Wed"
"Door","Living",0.05,932.317,"Wed"
"Door","Living",0.05,953.933,"Wed"
"Door","Kitchen",0.05,954.133,"Wed"
"Door","Kitchen",0.033,954.933,"Wed"
"Door","Living",0.033,955.117,"Wed"
"Door","Living",0.05,955.633,"Wed"
"Door","Kitchen",0.083,956.15,"Wed"
"Door","Kitchen",0.033,957.6,"Wed"
"Door","Living",0.05,957.767,"Wed"
"Seat","Living",110.1,958.217,"Wed"
"Door","Living",0.05,1070.483,"Wed"
"Door","Kitchen",0.067,1070.75,"Wed"
"Fridge","Kitchen",0.217,1073.033,"Wed"
"Door","Kitchen",0.033,1075.767,"Wed"
"Door","Living",0.05,1076.05,"Wed"
"Seat","Living",68.283,1077.183,"Wed"
"Door","Living",0.05,1146.3,"Wed"
"Door","Living",0.05,1153.017,"Wed"
"Seat","Living",58.633,1155.3,"Wed"
"Door","Living",0.05,1214.1,"Wed"
"Door","Living",0.05,1234.317,"Wed"
"Door","Living",0.033,1261.283,"Wed"
"Door","Bedroom",0.067,1261.367,"Wed"
"Door","Bedroom",0.05,1262.15,"Wed"
"Door","Living",0.033,1262.783,"Wed"
"Door","Living",0.117,1263.117,"Wed"
"Door","Bedroom",0.05,1264.25,"Wed"
"Door","Bedroom",0.033,1264.517,"Wed"
"Door","Living",0.05,1267.867,"Wed"
"Door","Living",0.033,1268.583,"Wed"
"Toilet","Bathroom",0.667,1268.983,"Wed"
"Door","Bedroom",0.05,1270.333,"Wed"
"Door","Bedroom",0.033,1270.6,"Wed"
"Door","Living",0.05,1271.133,"Wed"
"Door","Living",0.05,1273.383,"Wed"
"Door","Kitchen",0.05,1273.717,"Wed"
"Door","Kitchen",0.033,1274.167,"Wed"
"Door","Living",0.05,1274.3,"Wed"
"Door","Living",0.067,1278.05,"Wed"
"Maindoor","Entrance",0.15,1278.217,"Wed"
"Maindoor","Entrance",0.117,100.15,"Thu"
"Door","Kitchen",0.033,100.7,"Thu"
"Fridge","Kitchen",0.3,102.133,"Thu"
"Door","Kitchen",0.033,102.767,"Thu"
"Door","Bedroom",0.083,105.617,"Thu"
"Door","Bedroom",0.067,107.083,"Thu"
"Basin","Bathroom",0.317,107.4,"Thu"
"Door","Living",0.05,112.25,"Thu"
"Door","Living",0.05,114.233,"Thu"
"Door","Bedroom",0.05,115.6,"Thu"
"Bed","Bedroom",267.017,116.25,"Thu"
"Door","Bedroom",0.05,383.6,"Thu"
"Door","Bedroom",0.133,385.817,"Thu"
"Bed","Bedroom",40.583,569.233,"Thu"
"Door","Bedroom",0.05,611.75,"Thu"
"Toilet","Bathroom",1.15,616.467,"Thu"
"Door","Living",0.05,617.167,"Thu"
"Door","Living",0.05,619.25,"Thu"
"Door","Kitchen",0.05,619.867,"Thu"
"Fridge","Kitchen",0.383,620.433,"Thu"
"Fridge","Kitchen",0.483,624.017,"Thu"
"Cupboard","Kitchen",0.983,625.117,"Thu"
"Door","Kitchen",0.15,642.267,"Thu"
"Door","Living",0.05,645.167,"Thu"
"Door","Living",0.05,652.017,"Thu"
"Door","Bedroom",0.05,652.917,"Thu"
"Door","Bedroom",0.033,659.717,"Thu"
"Door","Kitchen",0.033,662.45,"Thu"
"Cupboard","Kitchen",0.167,669.05,"Thu"
"Door","Kitchen",0.05,670.45,"Thu"
"Door","Living",0.067,671.617,"Thu"
"Seat","Living",43.883,672,"Thu"
"Door","Living",0.05,716.1,"Thu"
"Door","Kitchen",0.017,716.683,"Thu"
"Fridge","Kitchen",0.083,716.733,"Thu"
"Door","Kitchen",0.033,729.083,"Thu"
"Basin","Bathroom",11,740.433,"Thu"
"Door","Living",0.05,758.25,"Thu"
"Seat","Living",6.433,759.183,"Thu"
"Door","Living",0.033,765.633,"Thu"
"Door","Living",0.033,766.917,"Thu"
"Door","Living",0.05,785.3,"Thu"
"Door","Living",0.083,797.683,"Thu"
"Seat","Living",97.7,798.233,"Thu"
"Door","Living",0.033,895.983,"Thu"
"Door","Kitchen",0.05,896.2,"Thu"
"Door","Kitchen",0.033,902.35,"Thu"
"Toilet","Bathroom",0.967,904.667,"Thu"
"Door","Kitchen",0.033,905.85,"Thu"
"Fridge","Kitchen",0.983,906.4,"Thu"
"Door","Kitchen",0.05,907.6,"Thu"
"Door","Living",0.067,907.767,"Thu"
"Door","Living",0.05,926.033,"Thu"
"Door","Kitchen",0.033,926.283,"Thu"
"Fridge","Kitchen",0.083,927.167,"Thu"
"Door","Kitchen",0.033,927.4,"Thu"
"Door","Living",0.067,927.567,"Thu"
"Door","Living",0.05,1002.817,"Thu"
"Door","Kitchen",0.4,1003.133,"Thu"
"Cupboard","Kitchen",0.167,1011.733,"Thu"
"Door","Kitchen",0.033,1013.233,"Thu"
"Door","Living",0.067,1013.567,"Thu"
"Seat","Living",78.833,1014.367,"Thu"
"Door","Living",0.033,1095.533,"Thu"
"Door","Kitchen",0.067,1095.75,"Thu"
"Fridge","Kitchen",0.217,1097.2,"Thu"
"Door","Kitchen",0.067,1099.517,"Thu"
"Door","Living",0.05,1099.867,"Thu"
"Seat","Living",120.017,1101.2,"Thu"
"Door","Living",0.033,1223.583,"Thu"
"Door","Kitchen",0.05,1227.2,"Thu"
"Door","Kitchen",0.1,1230.7,"Thu"
"Door","Living",0.067,1231.1,"Thu"
"Door","Living",0.033,1232.017,"Thu"
"Door","Kitchen",0.067,1232.25,"Thu"
"Door","Kitchen",0.033,1238.383,"Thu"
"Door","Living",0.05,1238.6,"Thu"
"Door","Living",0.05,1251.333,"Thu"
"Door","Bedroom",0.05,1251.683,"Thu"
"Door","Bedroom",0.033,1258.267,"Thu"
"Basin","Bathroom",0.917,1261.8,"Thu"
"Toilet","Bathroom",0.783,1265.383,"Thu"
"Door","Living",0.067,1267.833,"Thu"
"Door","Living",0.033,1270.417,"Thu"
"Door","Bedroom",0.05,1271.133,"Thu"
"Door","Bedroom",0.033,1271.65,"Thu"
"Door","Living",0.05,1272.417,"Thu"
"Door","Living",0.067,1274.983,"Thu"
"Maindoor","Entrance",0.033,1275.4,"Thu"
