Start,Time_Start,End,Time_End,Location,Type,Place
11/14/2012,21:42:23,11/14/2012,21:42:29,Cupboard,Magnetic,Kitchen
11/14/2012,21:42:40,11/14/2012,21:42:42,Door,PIR,Kitchen
11/14/2012,21:42:52,11/14/2012,21:42:55,Door,PIR,Living
11/14/2012,21:44:06,11/14/2012,21:44:09,Door,PIR,Living
11/14/2012,21:44:19,11/14/2012,21:44:21,Door,PIR,Kitchen
11/14/2012,21:44:24,11/14/2012,21:44:35,Microwave,Electric,Kitchen
11/14/2012,21:45:31,11/14/2012,21:45:37,Fridge,Magnetic,Kitchen
11/14/2012,21:45:49,11/14/2012,21:45:52,Fridge,Magnetic,Kitchen
11/14/2012,21:47:05,11/14/2012,21:47:08,Door,PIR,Kitchen
11/14/2012,21:47:15,11/14/2012,21:47:18,Door,PIR,Living
11/14/2012,21:48:23,11/14/2012,22:13:45,Seat,Pressure,Living
11/14/2012,22:14:23,11/14/2012,22:14:26,Door,PIR,Living
11/14/2012,22:14:37,11/14/2012,22:14:41,Door,PIR,Kitchen
11/14/2012,22:15:47,11/14/2012,22:16:05,Fridge,Magnetic,Kitchen
11/14/2012,22:17:45,11/14/2012,22:17:47,Door,PIR,Kitchen
11/14/2012,22:18:35,11/14/2012,22:18:39,Door,PIR,Living
11/14/2012,22:19:24,11/14/2012,23:05:15,Seat,Pressure,Living
11/14/2012,23:06:14,11/14/2012,23:06:16,Door,PIR,Living
11/14/2012,23:07:33,11/14/2012,23:07:36,Door,PIR,Bedroom
11/14/2012,23:11:31,11/14/2012,23:11:37,Door,PIR,Bedroom
11/14/2012,23:12:00,11/14/2012,23:12:03,Door,PIR,Kitchen
11/14/2012,23:12:11,11/14/2012,23:12:14,Door,PIR,Kitchen
11/14/2012,23:12:33,11/14/2012,23:12:37,Door,PIR,Living
11/14/2012,23:13:17,11/15/2012,0:05:21,Seat,Pressure,Living
11/15/2012,0:06:39,11/15/2012,0:06:45,Door,PIR,Living
11/15/2012,0:07:20,11/15/2012,0:07:28,Basin,PIR,Bathroom
11/15/2012,0:09:17,11/15/2012,0:10:05,Toilet,Flush,Bathroom
11/15/2012,0:09:42,11/15/2012,0:10:10,Basin,PIR,Bathroom
11/15/2012,0:10:24,11/15/2012,0:10:29,Door,PIR,Bedroom
11/15/2012,0:10:56,11/15/2012,0:39:00,Bed,Pressure,Bedroom
11/15/2012,0:39:56,11/15/2012,0:40:00,Door,PIR,Bedroom
11/15/2012,0:40:08,11/15/2012,0:40:14,Door,PIR,Bedroom
11/15/2012,0:40:50,11/15/2012,0:42:52,Bed,Pressure,Bedroom
11/15/2012,0:43:16,11/15/2012,0:43:19,Door,PIR,Bedroom
11/15/2012,0:43:40,11/15/2012,0:43:49,Door,PIR,Living
11/15/2012,0:44:02,11/15/2012,1:54:13,Seat,Pressure,Living
11/15/2012,1:54:31,11/15/2012,1:54:38,Door,PIR,Living
11/15/2012,1:55:27,11/15/2012,1:55:29,Door,PIR,Bedroom
11/15/2012,1:55:44,11/15/2012,7:44:47,Bed,Pressure,Bedroom
11/15/2012,7:46:07,11/15/2012,7:46:10,Door,PIR,Bedroom
11/15/2012,7:52:11,11/15/2012,7:52:52,Toilet,Flush,Bathroom
11/15/2012,7:53:26,11/15/2012,7:53:29,Door,PIR,Bedroom
11/15/2012,7:53:46,11/15/2012,9:33:22,Bed,Pressure,Bedroom
11/15/2012,9:34:31,11/15/2012,9:34:36,Door,PIR,Bedroom
11/15/2012,9:36:20,11/15/2012,9:36:23,Door,PIR,Living
11/15/2012,9:37:15,11/15/2012,9:37:18,Door,PIR,Living
11/15/2012,9:37:33,11/15/2012,9:37:37,Door,PIR,Kitchen
11/15/2012,9:42:03,11/15/2012,9:42:21,Fridge,Magnetic,Kitchen
11/15/2012,9:42:30,11/15/2012,9:44:06,Microwave,Electric,Kitchen
11/15/2012,9:47:12,11/15/2012,9:47:16,Door,PIR,Kitchen
11/15/2012,9:47:43,11/15/2012,9:47:46,Door,PIR,Living
11/15/2012,9:48:05,11/15/2012,9:48:08,Door,PIR,Living
11/15/2012,9:51:55,11/15/2012,9:53:10,Toilet,Flush,Bathroom
11/15/2012,9:52:52,11/15/2012,9:52:57,Basin,PIR,Bathroom
11/15/2012,9:53:18,11/15/2012,9:53:21,Door,PIR,Bedroom
11/15/2012,9:53:43,11/15/2012,9:53:46,Door,PIR,Bedroom
11/15/2012,9:53:48,11/15/2012,9:56:53,Basin,PIR,Bathroom
11/15/2012,9:58:18,11/15/2012,10:04:53,Shower,PIR,Bathroom
11/15/2012,10:05:27,11/15/2012,10:07:25,Basin,PIR,Bathroom
11/15/2012,10:08:16,11/15/2012,10:08:20,Door,PIR,Bedroom
11/15/2012,10:10:50,11/15/2012,10:10:51,Door,PIR,Bedroom
11/15/2012,10:11:08,11/15/2012,10:11:14,Door,PIR,Kitchen
11/15/2012,10:16:22,11/15/2012,10:16:24,Door,PIR,Kitchen
11/15/2012,10:17:04,11/15/2012,10:17:08,Door,PIR,Bedroom
11/15/2012,10:20:41,11/15/2012,10:20:45,Door,PIR,Bedroom
11/15/2012,10:23:45,11/15/2012,10:23:49,Door,PIR,Living
11/15/2012,10:26:41,11/15/2012,11:19:50,Seat,Pressure,Living
11/15/2012,11:22:17,11/15/2012,11:22:20,Door,PIR,Living
11/15/2012,11:29:53,11/15/2012,11:29:57,Door,PIR,Bedroom
11/15/2012,11:38:54,11/15/2012,11:39:14,Door,PIR,Bedroom
11/15/2012,11:42:33,11/15/2012,11:42:56,Maindoor,Magnetic,Entrance
11/15/2012,13:02:30,11/15/2012,13:02:38,Maindoor,Magnetic,Entrance
11/15/2012,13:02:54,11/15/2012,13:02:56,Door,PIR,Kitchen
11/15/2012,13:03:04,11/15/2012,13:03:07,Door,PIR,Kitchen
11/15/2012,13:03:16,11/15/2012,13:03:18,Door,PIR,Living
11/15/2012,13:06:08,11/15/2012,13:06:11,Door,PIR,Living
11/15/2012,13:06:22,11/15/2012,13:06:25,Door,PIR,Kitchen
11/15/2012,13:07:03,11/15/2012,13:07:05,Door,PIR,Kitchen
11/15/2012,13:07:10,11/15/2012,13:07:13,Door,PIR,Living
11/15/2012,13:09:56,11/15/2012,14:20:30,Seat,Pressure,Living
11/15/2012,14:22:42,11/15/2012,14:22:45,Door,PIR,Living
11/15/2012,14:22:55,11/15/2012,14:23:00,Door,PIR,Kitchen
11/15/2012,14:34:02,11/15/2012,14:34:05,Door,PIR,Kitchen
11/15/2012,14:34:17,11/15/2012,14:34:20,Door,PIR,Living
11/15/2012,14:41:27,11/15/2012,14:41:31,Door,PIR,Living
11/15/2012,14:41:43,11/15/2012,14:41:45,Door,PIR,Kitchen
11/15/2012,14:49:13,11/15/2012,14:49:16,Cupboard,Magnetic,Kitchen
11/15/2012,14:49:41,11/15/2012,14:49:45,Door,PIR,Kitchen
11/15/2012,14:49:54,11/15/2012,14:49:57,Door,PIR,Living
11/15/2012,15:04:05,11/15/2012,15:04:10,Door,PIR,Living
11/15/2012,15:04:18,11/15/2012,15:04:20,Door,PIR,Kitchen
11/15/2012,15:24:09,11/15/2012,15:24:12,Fridge,Magnetic,Kitchen
11/15/2012,15:34:20,11/15/2012,15:34:23,Door,PIR,Kitchen
11/15/2012,15:35:48,11/15/2012,15:35:51,Door,PIR,Living
11/15/2012,15:41:09,11/15/2012,15:41:11,Door,PIR,Living
11/15/2012,15:42:11,11/15/2012,15:42:14,Door,PIR,Kitchen
11/15/2012,15:42:43,11/15/2012,15:42:48,Fridge,Magnetic,Kitchen
11/15/2012,15:43:19,11/15/2012,15:43:22,Door,PIR,Kitchen
11/15/2012,15:43:24,11/15/2012,15:43:26,Door,PIR,Living
11/15/2012,15:45:28,11/15/2012,15:45:32,Door,PIR,Living
11/15/2012,15:48:31,11/15/2012,15:49:44,Toilet,Flush,Bathroom
11/15/2012,15:48:53,11/15/2012,15:49:54,Basin,PIR,Bathroom
11/15/2012,15:50:21,11/15/2012,15:50:25,Door,PIR,Living
11/15/2012,15:54:05,11/15/2012,15:54:09,Door,PIR,Living
11/15/2012,15:54:21,11/15/2012,15:54:32,Maindoor,Magnetic,Entrance
11/15/2012,20:10:50,11/15/2012,20:10:57,Maindoor,Magnetic,Entrance
11/15/2012,20:11:26,11/15/2012,20:11:28,Door,PIR,Living
11/15/2012,20:16:01,11/15/2012,20:16:04,Door,PIR,Living
11/15/2012,20:16:16,11/15/2012,20:16:18,Door,PIR,Kitchen
11/15/2012,20:17:12,11/15/2012,20:17:16,Door,PIR,Kitchen
11/15/2012,20:17:30,11/15/2012,20:17:34,Door,PIR,Living
11/15/2012,22:06:57,11/15/2012,22:06:59,Door,PIR,Living
11/15/2012,22:07:26,11/15/2012,22:07:29,Door,PIR,Kitchen
11/15/2012,22:22:27,11/15/2012,22:22:29,Door,PIR,Kitchen
11/15/2012,22:22:41,11/15/2012,22:22:44,Door,PIR,Living
11/15/2012,22:26:02,11/15/2012,22:26:04,Door,PIR,Living
11/15/2012,22:26:14,11/15/2012,22:26:16,Door,PIR,Kitchen
11/15/2012,22:26:39,11/15/2012,22:30:40,Microwave,Electric,Kitchen
11/15/2012,22:28:07,11/15/2012,22:28:17,Cupboard,Magnetic,Kitchen
11/15/2012,22:30:44,11/15/2012,22:30:48,Door,PIR,Kitchen
11/15/2012,22:30:57,11/15/2012,22:31:00,Door,PIR,Living
11/16/2012,0:48:31,11/16/2012,0:48:35,Door,PIR,Living
11/16/2012,0:48:46,11/16/2012,0:48:49,Door,PIR,Kitchen
11/16/2012,0:50:31,11/16/2012,0:50:34,Door,PIR,Kitchen
11/16/2012,0:50:50,11/16/2012,0:50:55,Door,PIR,Living
11/16/2012,0:51:11,11/16/2012,0:51:14,Door,PIR,Living
11/16/2012,0:51:39,11/16/2012,0:54:32,Basin,PIR,Bathroom
11/16/2012,0:54:34,11/16/2012,0:55:17,Toilet,Flush,Bathroom
11/16/2012,0:55:05,11/16/2012,0:55:12,Basin,PIR,Bathroom
11/16/2012,0:55:23,11/16/2012,0:55:25,Door,PIR,Living
11/16/2012,0:57:56,11/16/2012,0:57:59,Door,PIR,Living
11/16/2012,0:58:03,11/16/2012,0:58:05,Door,PIR,Bedroom
11/16/2012,0:59:05,11/16/2012,10:36:26,Bed,Pressure,Bedroom
11/16/2012,10:37:55,11/16/2012,10:37:58,Door,PIR,Bedroom
11/16/2012,10:38:00,11/16/2012,10:38:03,Door,PIR,Living
11/16/2012,10:38:50,11/16/2012,10:38:53,Door,PIR,Living
11/16/2012,10:39:14,11/16/2012,10:39:18,Door,PIR,Kitchen
11/16/2012,10:40:09,11/16/2012,10:40:11,Fridge,Magnetic,Kitchen
11/16/2012,10:41:19,11/16/2012,10:42:13,Microwave,Electric,Kitchen
11/16/2012,10:52:56,11/16/2012,10:52:58,Door,PIR,Kitchen
11/16/2012,11:03:46,11/16/2012,11:06:56,Shower,PIR,Bathroom
11/16/2012,11:09:24,11/16/2012,11:12:37,Basin,PIR,Bathroom
11/16/2012,11:15:55,11/16/2012,11:17:46,Basin,PIR,Bathroom
11/16/2012,11:22:29,11/16/2012,11:22:33,Door,PIR,Bedroom
11/16/2012,11:39:10,11/16/2012,11:39:16,Door,PIR,Bedroom
11/16/2012,11:40:11,11/16/2012,11:47:53,Basin,PIR,Bathroom
11/16/2012,11:48:19,11/16/2012,11:48:22,Door,PIR,Living
11/16/2012,12:09:10,11/16/2012,12:09:12,Door,PIR,Living
11/16/2012,12:09:32,11/16/2012,12:09:33,Door,PIR,Kitchen
11/16/2012,12:09:36,11/16/2012,12:09:42,Fridge,Magnetic,Kitchen
11/16/2012,12:09:55,11/16/2012,12:09:57,Door,PIR,Kitchen
11/16/2012,12:10:06,11/16/2012,12:10:12,Maindoor,Magnetic,Entrance
11/16/2012,12:53:43,11/16/2012,12:53:49,Maindoor,Magnetic,Entrance
11/16/2012,12:55:43,11/16/2012,12:55:47,Door,PIR,Bedroom
11/16/2012,12:56:18,11/16/2012,12:56:20,Door,PIR,Bedroom
11/16/2012,12:56:28,11/16/2012,12:56:31,Door,PIR,Living
11/16/2012,12:57:53,11/16/2012,13:51:51,Seat,Pressure,Living
11/16/2012,13:52:08,11/16/2012,13:52:12,Door,PIR,Living
11/16/2012,13:52:35,11/16/2012,13:52:39,Door,PIR,Kitchen
11/16/2012,14:11:51,11/16/2012,14:11:55,Door,PIR,Kitchen
11/16/2012,14:12:04,11/16/2012,14:12:09,Door,PIR,Living
11/16/2012,14:19:00,11/16/2012,14:19:05,Door,PIR,Living
11/16/2012,14:19:13,11/16/2012,14:19:16,Door,PIR,Kitchen
11/16/2012,14:20:40,11/16/2012,14:20:47,Cupboard,Magnetic,Kitchen
11/16/2012,14:21:55,11/16/2012,14:21:59,Door,PIR,Kitchen
11/16/2012,14:22:08,11/16/2012,14:22:11,Door,PIR,Living
11/16/2012,14:26:08,11/16/2012,14:26:11,Door,PIR,Living
11/16/2012,14:26:19,11/16/2012,14:26:22,Door,PIR,Kitchen
11/16/2012,14:28:38,11/16/2012,14:28:41,Door,PIR,Kitchen
11/16/2012,14:28:49,11/16/2012,14:28:53,Door,PIR,Living
11/16/2012,14:48:03,11/16/2012,14:48:06,Door,PIR,Living
11/16/2012,14:48:16,11/16/2012,14:48:19,Door,PIR,Kitchen
11/16/2012,14:49:38,11/16/2012,14:49:40,Door,PIR,Kitchen
11/16/2012,14:49:50,11/16/2012,14:49:53,Door,PIR,Living
11/16/2012,14:54:19,11/16/2012,14:54:22,Door,PIR,Living
11/16/2012,14:54:31,11/16/2012,14:54:57,Door,PIR,Kitchen
11/16/2012,14:55:53,11/16/2012,14:55:55,Door,PIR,Kitchen
11/16/2012,15:05:28,11/16/2012,15:06:56,Toilet,Flush,Bathroom
11/16/2012,15:07:06,11/16/2012,15:07:20,Door,PIR,Bedroom
11/16/2012,15:09:06,11/16/2012,15:09:20,Door,PIR,Bedroom
11/16/2012,15:10:21,11/16/2012,15:10:25,Door,PIR,Living
11/16/2012,15:16:23,11/16/2012,15:16:25,Door,PIR,Living
11/16/2012,15:17:35,11/16/2012,15:17:42,Maindoor,Magnetic,Entrance
11/16/2012,18:03:58,11/16/2012,18:04:03,Maindoor,Magnetic,Entrance
11/16/2012,18:04:19,11/16/2012,18:04:23,Door,PIR,Living
11/16/2012,18:04:38,11/16/2012,18:04:41,Door,PIR,Living
11/16/2012,18:09:09,11/16/2012,18:10:06,Toilet,Flush,Bathroom
11/16/2012,18:10:54,11/16/2012,18:10:57,Door,PIR,Living
11/16/2012,18:11:36,11/16/2012,18:11:39,Door,PIR,Living
11/16/2012,18:11:50,11/16/2012,18:11:55,Door,PIR,Kitchen
11/16/2012,18:14:32,11/16/2012,18:16:12,Microwave,Electric,Kitchen
11/16/2012,18:14:38,11/16/2012,18:14:49,Fridge,Magnetic,Kitchen
11/16/2012,18:16:25,11/16/2012,18:16:28,Door,PIR,Kitchen
11/16/2012,18:16:56,11/16/2012,18:16:59,Door,PIR,Living
11/16/2012,18:18:11,11/16/2012,20:16:59,Seat,Pressure,Living
11/16/2012,20:17:15,11/16/2012,20:17:18,Door,PIR,Living
11/16/2012,20:17:30,11/16/2012,20:17:38,Door,PIR,Kitchen
11/16/2012,20:17:55,11/16/2012,20:17:57,Door,PIR,Kitchen
11/16/2012,20:19:13,11/16/2012,20:19:17,Door,PIR,Living
11/16/2012,20:25:24,11/16/2012,20:34:00,Seat,Pressure,Living
11/16/2012,20:34:06,11/16/2012,20:34:09,Door,PIR,Living
11/16/2012,20:34:20,11/16/2012,20:34:24,Door,PIR,Kitchen
11/16/2012,20:34:37,11/16/2012,20:34:39,Door,PIR,Kitchen
11/16/2012,20:34:53,11/16/2012,20:34:56,Door,PIR,Living
11/16/2012,20:35:02,11/16/2012,21:37:49,Seat,Pressure,Living
11/16/2012,21:38:15,11/16/2012,21:38:20,Door,PIR,Living
11/16/2012,22:02:37,11/16/2012,22:02:40,Door,PIR,Living
11/16/2012,22:03:37,11/16/2012,22:03:39,Door,PIR,Living
11/16/2012,22:10:15,11/16/2012,22:10:41,Basin,PIR,Bathroom
11/16/2012,22:11:48,11/16/2012,22:11:51,Door,PIR,Living
11/16/2012,22:18:02,11/16/2012,22:18:04,Door,PIR,Living
11/16/2012,22:18:41,11/16/2012,22:18:52,Maindoor,Magnetic,Entrance
11/17/2012,2:19:50,11/17/2012,2:19:56,Maindoor,Magnetic,Entrance
11/17/2012,2:20:47,11/17/2012,2:20:56,Door,PIR,Bedroom
11/17/2012,2:22:10,11/17/2012,2:22:12,Door,PIR,Bedroom
11/17/2012,2:22:44,11/17/2012,2:22:47,Door,PIR,Living
11/17/2012,2:24:36,11/17/2012,2:24:38,Door,PIR,Living
11/17/2012,2:26:35,11/17/2012,2:29:42,Basin,PIR,Bathroom
11/17/2012,2:31:05,11/17/2012,2:32:00,Toilet,Flush,Bathroom
11/17/2012,2:31:25,11/17/2012,2:33:51,Basin,PIR,Bathroom
11/17/2012,2:34:31,11/17/2012,2:34:35,Door,PIR,Bedroom
11/17/2012,2:36:06,11/17/2012,9:45:27,Bed,Pressure,Bedroom
11/17/2012,9:46:31,11/17/2012,9:46:36,Door,PIR,Bedroom
11/17/2012,9:52:17,11/17/2012,9:53:22,Toilet,Flush,Bathroom
11/17/2012,9:55:55,11/17/2012,9:55:58,Door,PIR,Living
11/17/2012,9:57:25,11/17/2012,9:57:28,Door,PIR,Living
11/17/2012,9:57:38,11/17/2012,9:57:42,Door,PIR,Kitchen
11/17/2012,9:58:41,11/17/2012,9:58:47,Fridge,Magnetic,Kitchen
11/17/2012,9:59:02,11/17/2012,9:59:05,Fridge,Magnetic,Kitchen
11/17/2012,9:59:26,11/17/2012,10:00:56,Microwave,Electric,Kitchen
11/17/2012,10:03:54,11/17/2012,10:03:58,Door,PIR,Kitchen
11/17/2012,10:07:28,11/17/2012,10:07:31,Door,PIR,Bedroom
11/17/2012,10:17:32,11/17/2012,10:17:34,Door,PIR,Bedroom
11/17/2012,10:18:06,11/17/2012,10:21:07,Shower,PIR,Bathroom
11/17/2012,10:21:27,11/17/2012,10:25:32,Basin,PIR,Bathroom
11/17/2012,10:29:13,11/17/2012,10:34:23,Basin,PIR,Bathroom
11/17/2012,10:35:53,11/17/2012,10:35:57,Door,PIR,Bedroom
11/17/2012,10:36:02,11/17/2012,10:36:04,Door,PIR,Bedroom
11/17/2012,10:38:46,11/17/2012,10:42:03,Basin,PIR,Bathroom
11/17/2012,10:43:21,11/17/2012,10:43:24,Door,PIR,Bedroom
11/17/2012,10:44:13,11/17/2012,10:44:16,Door,PIR,Bedroom
11/17/2012,10:47:19,11/17/2012,10:47:27,Maindoor,Magnetic,Entrance
11/17/2012,12:14:48,11/17/2012,12:14:55,Maindoor,Magnetic,Entrance
11/17/2012,12:15:25,11/17/2012,12:15:43,Door,PIR,Living
11/17/2012,12:19:34,11/17/2012,12:19:37,Door,PIR,Living
11/17/2012,12:19:45,11/17/2012,12:19:49,Door,PIR,Bedroom
11/17/2012,12:26:23,11/17/2012,12:26:27,Door,PIR,Bedroom
11/17/2012,12:27:17,11/17/2012,12:27:21,Door,PIR,Bedroom
11/17/2012,12:33:37,11/17/2012,12:33:39,Door,PIR,Bedroom
11/17/2012,12:35:58,11/17/2012,12:43:48,Basin,PIR,Bathroom
11/17/2012,12:44:01,11/17/2012,12:44:11,Door,PIR,Bedroom
11/17/2012,12:44:48,11/17/2012,12:44:52,Door,PIR,Bedroom
11/17/2012,12:45:24,11/17/2012,12:45:27,Door,PIR,Living
11/17/2012,12:45:48,11/17/2012,14:07:06,Seat,Pressure,Living
11/17/2012,14:08:25,11/17/2012,14:08:28,Door,PIR,Living
11/17/2012,14:08:37,11/17/2012,14:08:42,Door,PIR,Kitchen
11/17/2012,14:08:52,11/17/2012,14:08:54,Door,PIR,Kitchen
11/17/2012,14:09:04,11/17/2012,14:09:07,Door,PIR,Living
11/17/2012,14:10:53,11/17/2012,14:31:50,Seat,Pressure,Living
11/17/2012,14:31:55,11/17/2012,14:31:58,Door,PIR,Living
11/17/2012,14:32:08,11/17/2012,14:32:14,Door,PIR,Living
11/17/2012,14:38:10,11/17/2012,14:38:13,Door,PIR,Living
11/17/2012,14:40:02,11/17/2012,14:40:51,Door,PIR,Bedroom
11/17/2012,14:41:04,11/17/2012,14:41:43,Door,PIR,Bedroom
11/17/2012,14:42:13,11/17/2012,14:42:16,Maindoor,Magnetic,Entrance
11/17/2012,16:24:08,11/17/2012,16:24:13,Maindoor,Magnetic,Entrance
11/17/2012,16:24:45,11/17/2012,16:24:48,Door,PIR,Bedroom
11/17/2012,16:25:27,11/17/2012,16:25:40,Door,PIR,Bedroom
11/17/2012,16:30:16,11/17/2012,16:31:12,Toilet,Flush,Bathroom
11/17/2012,16:30:26,11/17/2012,16:30:35,Basin,PIR,Bathroom
11/17/2012,16:30:54,11/17/2012,16:30:57,Door,PIR,Living
11/17/2012,16:32:01,11/17/2012,16:32:04,Door,PIR,Living
11/17/2012,16:32:11,11/17/2012,16:32:14,Door,PIR,Kitchen
11/17/2012,16:32:32,11/17/2012,16:32:35,Door,PIR,Kitchen
11/17/2012,16:32:45,11/17/2012,16:32:48,Door,PIR,Living
11/17/2012,16:33:18,11/17/2012,17:27:38,Seat,Pressure,Living
11/17/2012,17:28:53,11/17/2012,17:28:55,Door,PIR,Living
11/17/2012,17:30:27,11/17/2012,17:30:30,Door,PIR,Kitchen
11/17/2012,17:30:48,11/17/2012,17:30:50,Door,PIR,Kitchen
11/17/2012,17:31:03,11/17/2012,17:31:06,Door,PIR,Living
11/17/2012,17:35:06,11/17/2012,17:35:10,Door,PIR,Living
11/17/2012,17:35:19,11/17/2012,17:35:23,Door,PIR,Bedroom
11/17/2012,17:36:46,11/17/2012,17:36:48,Door,PIR,Bedroom
11/17/2012,17:39:30,11/17/2012,17:39:34,Door,PIR,Living
11/17/2012,18:00:34,11/17/2012,18:00:37,Door,PIR,Living
11/17/2012,18:37:50,11/17/2012,18:37:53,Door,PIR,Living
11/17/2012,19:00:54,11/17/2012,19:00:58,Door,PIR,Living
11/17/2012,19:01:07,11/17/2012,19:01:09,Door,PIR,Kitchen
11/17/2012,19:01:21,11/17/2012,19:01:30,Door,PIR,Kitchen
11/17/2012,19:01:38,11/17/2012,19:01:41,Door,PIR,Living
11/17/2012,19:02:11,11/17/2012,19:37:31,Seat,Pressure,Living
11/17/2012,19:39:25,11/17/2012,19:39:28,Door,PIR,Living
11/17/2012,19:39:42,11/17/2012,19:39:45,Door,PIR,Kitchen
11/17/2012,19:41:32,11/17/2012,19:41:35,Door,PIR,Kitchen
11/17/2012,19:41:52,11/17/2012,19:41:55,Door,PIR,Living
11/17/2012,19:43:15,11/17/2012,20:25:55,Seat,Pressure,Living
11/17/2012,20:26:26,11/17/2012,20:26:29,Door,PIR,Living
11/17/2012,20:26:41,11/17/2012,20:26:50,Door,PIR,Kitchen
11/17/2012,20:26:54,11/17/2012,20:27:41,Microwave,Electric,Kitchen
11/17/2012,20:27:51,11/17/2012,20:27:58,Door,PIR,Kitchen
11/17/2012,20:28:08,11/17/2012,20:28:12,Door,PIR,Living
11/17/2012,20:30:55,11/17/2012,20:30:58,Door,PIR,Living
11/17/2012,20:31:07,11/17/2012,20:31:11,Door,PIR,Kitchen
11/17/2012,20:31:15,11/17/2012,20:31:22,Microwave,Electric,Kitchen
11/17/2012,20:31:27,11/17/2012,20:31:33,Door,PIR,Kitchen
11/17/2012,20:32:01,11/17/2012,20:32:04,Door,PIR,Living
11/17/2012,20:34:02,11/17/2012,20:34:05,Door,PIR,Living
11/17/2012,20:35:40,11/17/2012,20:35:44,Door,PIR,Bedroom
11/17/2012,20:37:01,11/17/2012,20:37:06,Door,PIR,Bedroom
11/17/2012,20:37:58,11/17/2012,20:37:59,Door,PIR,Living
11/17/2012,20:43:46,11/17/2012,20:43:49,Door,PIR,Living
11/17/2012,20:44:35,11/17/2012,20:45:44,Toilet,Flush,Bathroom
11/17/2012,20:46:00,11/17/2012,20:46:28,Basin,PIR,Bathroom
11/17/2012,20:46:41,11/17/2012,20:46:42,Door,PIR,Bedroom
11/17/2012,20:46:53,11/17/2012,20:46:57,Door,PIR,Bedroom
11/17/2012,20:47:50,11/17/2012,20:47:53,Door,PIR,Living
11/17/2012,20:50:10,11/17/2012,20:50:14,Door,PIR,Living
11/17/2012,20:50:17,11/17/2012,20:50:21,Door,PIR,Bedroom
11/17/2012,20:50:31,11/17/2012,20:50:35,Door,PIR,Bedroom
11/17/2012,20:50:41,11/17/2012,20:50:44,Door,PIR,Living
11/17/2012,20:53:49,11/17/2012,20:53:52,Door,PIR,Living
11/17/2012,20:54:16,11/17/2012,20:55:17,Basin,PIR,Bathroom
11/17/2012,20:56:04,11/17/2012,20:56:07,Door,PIR,Living
11/17/2012,21:18:56,11/17/2012,21:18:59,Door,PIR,Living
11/17/2012,21:19:07,11/17/2012,21:19:16,Maindoor,Magnetic,Entrance
11/18/2012,0:31:17,11/18/2012,0:31:20,Maindoor,Magnetic,Entrance
11/18/2012,0:32:06,11/18/2012,0:32:16,Door,PIR,Bedroom
11/18/2012,0:35:10,11/18/2012,0:35:14,Door,PIR,Bedroom
11/18/2012,0:39:21,11/18/2012,0:39:24,Door,PIR,Living
11/18/2012,0:40:24,11/18/2012,1:33:24,Seat,Pressure,Living
11/18/2012,1:34:06,11/18/2012,1:34:09,Door,PIR,Living
11/18/2012,1:39:12,11/18/2012,1:39:19,Door,PIR,Bedroom
11/18/2012,1:40:18,11/18/2012,8:56:33,Bed,Pressure,Bedroom
11/18/2012,8:57:38,11/18/2012,8:57:42,Door,PIR,Bedroom
11/18/2012,8:57:45,11/18/2012,8:57:49,Door,PIR,Living
11/18/2012,8:58:56,11/18/2012,8:59:02,Door,PIR,Living
11/18/2012,8:59:13,11/18/2012,8:59:16,Door,PIR,Kitchen
11/18/2012,8:59:42,11/18/2012,8:59:44,Door,PIR,Kitchen
11/18/2012,9:05:11,11/18/2012,9:06:13,Toilet,Flush,Bathroom
11/18/2012,9:07:25,11/18/2012,9:07:28,Door,PIR,Kitchen
11/18/2012,9:09:25,11/18/2012,9:09:30,Fridge,Magnetic,Kitchen
11/18/2012,9:09:45,11/18/2012,9:11:18,Microwave,Electric,Kitchen
11/18/2012,9:12:20,11/18/2012,9:12:22,Fridge,Magnetic,Kitchen
11/18/2012,9:14:33,11/18/2012,9:14:35,Door,PIR,Kitchen
11/18/2012,9:19:56,11/18/2012,9:19:59,Door,PIR,Bedroom
11/18/2012,9:20:40,11/18/2012,9:20:44,Door,PIR,Bedroom
11/18/2012,9:21:04,11/18/2012,9:21:06,Door,PIR,Kitchen
11/18/2012,9:21:08,11/18/2012,9:21:10,Door,PIR,Kitchen
11/18/2012,9:22:11,11/18/2012,9:29:48,Shower,PIR,Bathroom
11/18/2012,9:30:21,11/18/2012,9:39:49,Basin,PIR,Bathroom
11/18/2012,9:41:18,11/18/2012,9:44:55,Basin,PIR,Bathroom
11/18/2012,9:47:31,11/18/2012,9:47:33,Door,PIR,Bedroom
11/18/2012,9:53:33,11/18/2012,9:53:35,Door,PIR,Bedroom
11/18/2012,9:59:28,11/18/2012,9:59:31,Maindoor,Magnetic,Entrance
11/18/2012,10:06:49,11/18/2012,10:06:54,Maindoor,Magnetic,Entrance
11/18/2012,10:07:38,11/18/2012,10:07:41,Door,PIR,Bedroom
11/18/2012,10:08:18,11/18/2012,10:08:20,Door,PIR,Bedroom
11/18/2012,10:09:08,11/18/2012,10:09:11,Door,PIR,Kitchen
11/18/2012,10:23:43,11/18/2012,10:23:46,Door,PIR,Kitchen
11/18/2012,10:24:18,11/18/2012,10:24:21,Door,PIR,Bedroom
11/18/2012,10:30:52,11/18/2012,10:30:55,Door,PIR,Bedroom
